 Fe I levels                                                            
  n    E(n)(cm-1)   g    label
   88   72      24668.820   0.000E+00   9.900E-01
   88   73      26196.260   0.000E+00   6.300E-01
   88   74      29371.620   0.000E+00   1.170E+00
   88   75      31837.690   0.000E+00   2.700E-01
   88   76      28084.840   0.000E+00   4.500E-01
   88   77      28140.240   0.000E+00   6.300E-01
   88   78      28434.130   0.000E+00   4.500E-01
   88   79      28556.580   0.000E+00   2.700E-01
   88   80      32523.290   0.000E+00   8.100E-01
   88   81      45895.140   0.000E+00   9.000E-02
   88   82      63840.330   0.000E+00   8.100E-01
   88   83      93581.870   0.000E+00   6.300E-01
   88   84     135196.160   0.000E+00   4.500E-01
   88   85      64472.830   0.000E+00   6.300E-01
   88   86      84224.500   0.000E+00   2.700E-01
   88   87     106799.950   0.000E+00   4.500E-01
   89    1       2992.870   0.000E+00   8.100E-01
   89    2       3030.590   0.000E+00   6.300E-01
   89    3       3057.280   0.000E+00   4.500E-01
   89    4       3074.590   0.000E+00   2.700E-01
   89    5       3083.120   0.000E+00   9.000E-02
   89    6       3775.790   0.000E+00   9.900E-01
   89    7       3840.840   0.000E+00   8.100E-01
   89    8       3893.370   0.000E+00   6.300E-01
   89    9       3932.830   0.000E+00   4.500E-01
   89   10       3959.130   0.000E+00   2.700E-01
   89   11       4664.940   0.000E+00   8.100E-01
   89   12       4795.740   0.000E+00   6.300E-01
   89   13       4891.360   0.000E+00   4.500E-01
   89   14       6304.150   0.000E+00   6.300E-01
   89   15       6375.210   0.000E+00   4.500E-01
   89   16       6457.710   0.000E+00   2.700E-01
   89   17       6651.340   0.000E+00   4.500E-01
   89   18       7214.860   0.000E+00   9.900E-01
   89   19       7476.680   0.000E+00   1.170E+00
   89   20       7111.420   0.000E+00   2.700E-01
   89   21       7220.050   0.000E+00   8.100E-01
   89   22       7322.930   0.000E+00   9.900E-01
   89   23       7407.260   0.000E+00   6.300E-01
   89   24       7466.510   0.000E+00   8.100E-01
   89   25       7131.350   0.000E+00   4.500E-01
   89   26       7250.710   0.000E+00   2.700E-01
   89   27       7339.720   0.000E+00   9.000E-02
   89   28       7829.850   0.000E+00   8.100E-01
   89   29       7975.590   0.000E+00   6.300E-01
   89   30       8081.620   0.000E+00   4.500E-01
   89   31       8549.190   0.000E+00   9.900E-01
   89   32       8761.470   0.000E+00   8.100E-01
   89   33       8957.910   0.000E+00   6.300E-01
   89   34       9291.650   0.000E+00   1.170E+00
   89   35       9463.510   0.000E+00   4.500E-01
   89   36       9600.530   0.000E+00   9.900E-01
   89   37       9707.010   0.000E+00   2.700E-01
   89   38       9784.480   0.000E+00   8.100E-01
   89   39       9834.840   0.000E+00   9.000E-02
   89   40       9859.610   0.000E+00   6.300E-01
   89   41       9456.780   0.000E+00   4.500E-01
   89   42       9554.820   0.000E+00   2.700E-01
   89   43       9651.590   0.000E+00   9.000E-02
   89   44      10307.880   0.000E+00   8.100E-01
   89   45      10832.000   0.000E+00   9.900E-01
   89   46      11228.570   0.000E+00   8.100E-01
   89   47      10385.160   0.000E+00   6.300E-01
   89   48      10759.720   0.000E+00   4.500E-01
   89   49      11020.530   0.000E+00   6.300E-01
   89   50      11016.880   0.000E+00   4.500E-01
   89   51      11573.110   0.000E+00   8.100E-01
   89   52      12017.560   0.000E+00   2.700E-01
   89   53      11314.660   0.000E+00   9.000E-02
   89   54      13310.660   0.000E+00   8.100E-01
   89   55      13750.270   0.000E+00   1.170E+00
   89   56      14138.130   0.000E+00   6.300E-01
   89   57      14422.970   0.000E+00   6.300E-01
   89   58      14572.410   0.000E+00   4.500E-01
   89   59      13685.830   0.000E+00   9.900E-01
   89   60      14160.920   0.000E+00   2.700E-01
   89   61      14738.090   0.000E+00   2.700E-01
   89   62      13912.560   0.000E+00   9.000E-02
   89   63      14729.600   0.000E+00   4.500E-01
   89   64      14272.890   0.000E+00   8.100E-01
   89   65      15294.690   0.000E+00   9.900E-01
   89   66      16010.390   0.000E+00   8.100E-01
   89   67      16616.600   0.000E+00   6.300E-01
   89   68      17084.720   0.000E+00   2.700E-01
   89   69      17402.150   0.000E+00   4.500E-01
   89   70      17036.410   0.000E+00   2.700E-01
   89   71      20797.930   0.000E+00   4.500E-01
   89   72      21773.210   0.000E+00   9.900E-01
   89   73      22954.530   0.000E+00   6.300E-01
   89   74      25356.600   0.000E+00   1.170E+00
   89   75      27173.680   0.000E+00   2.700E-01
   89   76      24391.790   0.000E+00   4.500E-01
   89   77      24433.570   0.000E+00   6.300E-01
   89   78      24654.830   0.000E+00   4.500E-01
   89   79      24746.840   0.000E+00   2.700E-01
   89   80      27671.550   0.000E+00   8.100E-01
   89   81      36792.030   0.000E+00   9.000E-02
   89   82      47494.480   0.000E+00   8.100E-01
   89   83      62201.320   0.000E+00   6.300E-01
   89   84      78200.390   0.000E+00   4.500E-01
   89   85      47843.660   0.000E+00   6.300E-01
   89   86      57923.900   0.000E+00   2.700E-01
   89   87      67776.850   0.000E+00   4.500E-01
   89   88     185494.340   0.000E+00   8.100E-01
   90    1       2961.620   0.000E+00   6.300E-01
   90    2       2998.550   0.000E+00   4.900E-01
   90    3       3024.680   0.000E+00   3.500E-01
   90    4       3041.620   0.000E+00   2.100E-01
   90    5       3049.970   0.000E+00   7.000E-02
   90    6       3726.190   0.000E+00   7.700E-01
   90    7       3789.520   0.000E+00   6.300E-01
   90    8       3840.650   0.000E+00   4.900E-01
   90    9       3879.050   7.720E+06   3.500E-01
   90   10       3904.630   0.000E+00   2.100E-01
   90   11       4589.460   0.000E+00   6.300E-01
   90   12       4716.010   0.000E+00   4.900E-01
   90   13       4808.440   0.000E+00   3.500E-01
   90   14       6167.080   0.000E+00   4.900E-01
   90   15       6235.070   0.000E+00   3.500E-01
   90   16       6313.960   0.000E+00   2.100E-01
   90   17       6498.940   0.000E+00   3.500E-01
   90   18       7035.890   0.000E+00   7.700E-01
   90   19       7284.660   0.000E+00   9.100E-01
   90   20       6937.490   0.000E+00   2.100E-01
   90   21       7040.830   0.000E+00   6.300E-01
   90   22       7138.630   0.000E+00   7.700E-01
   90   23       7218.750   0.000E+00   4.900E-01
   90   24       7275.010   0.000E+00   6.300E-01
   90   25       6956.460   0.000E+00   3.500E-01
   90   26       7069.990   0.000E+00   2.100E-01
   90   27       7154.590   0.000E+00   7.000E-02
   90   28       7619.520   0.000E+00   6.300E-01
   90   29       7757.470   0.000E+00   4.900E-01
   90   30       7857.740   0.000E+00   3.500E-01
   90   31       8299.060   0.000E+00   7.700E-01
   90   32       8498.950   0.000E+00   6.300E-01
   90   33       8683.670   0.000E+00   4.900E-01
   90   34       8996.930   0.000E+00   9.100E-01
   90   35       9157.970   0.000E+00   3.500E-01
   90   36       9286.220   0.000E+00   7.700E-01
   90   37       9385.810   0.000E+00   2.100E-01
   90   38       9458.210   0.000E+00   6.300E-01
   90   39       9505.270   0.000E+00   7.000E-02
   90   40       9528.400   0.000E+00   4.900E-01
   90   41       9151.670   0.000E+00   3.500E-01
   90   42       9243.450   0.000E+00   2.100E-01
   90   43       9333.980   0.000E+00   7.000E-02
   90   44       9946.430   0.000E+00   6.300E-01
   90   45      10433.560   0.000E+00   7.700E-01
   90   46      10801.000   0.000E+00   6.300E-01
   90   47      10018.360   0.000E+00   4.900E-01
   90   48      10366.480   0.000E+00   3.500E-01
   90   49      10608.360   0.000E+00   4.900E-01
   90   50      10604.990   0.000E+00   3.500E-01
   90   51      11119.430   0.000E+00   6.300E-01
   90   52      11529.090   0.000E+00   2.100E-01
   90   53      10880.640   0.000E+00   7.000E-02
   90   54      12714.030   0.000E+00   6.300E-01
   90   55      13114.520   0.000E+00   9.100E-01
   90   56      13466.890   0.000E+00   4.900E-01
   90   57      13725.070   0.000E+00   4.900E-01
   90   58      13860.330   0.000E+00   3.500E-01
   90   59      13055.890   0.000E+00   7.700E-01
   90   60      13487.560   0.000E+00   2.100E-01
   90   61      14010.130   0.000E+00   2.100E-01
   90   62      13262.070   0.000E+00   7.000E-02
   90   63      14002.460   0.000E+00   3.500E-01
   90   64      13589.100   0.000E+00   6.300E-01
   90   65      14512.170   0.000E+00   7.700E-01
   90   66      15154.980   0.000E+00   6.300E-01
   90   67      15697.040   0.000E+00   4.900E-01
   90   68      16114.130   0.000E+00   2.100E-01
   90   69      16396.220   0.000E+00   3.500E-01
   90   70      16071.150   0.000E+00   2.100E-01
   90   71      19377.140   0.000E+00   3.500E-01
   90   72      20221.020   0.000E+00   7.700E-01
   90   73      21235.980   0.000E+00   4.900E-01
   90   74      23275.860   0.000E+00   9.100E-01
   90   75      24798.010   0.000E+00   2.100E-01
   90   76      22460.350   0.000E+00   3.500E-01
   90   77      22495.770   0.000E+00   4.900E-01
   90   78      22683.200   0.000E+00   3.500E-01
   90   79      22761.050   0.000E+00   2.100E-01
   90   80      25211.970   0.000E+00   6.300E-01
   90   81      32567.670   0.000E+00   7.000E-02
   90   82      40682.520   0.000E+00   6.300E-01
   90   83      51014.340   0.000E+00   4.900E-01
   90   84      61300.200   0.000E+00   3.500E-01
   90   85      40938.460   0.000E+00   4.900E-01
   90   86      48101.140   0.000E+00   2.100E-01
   90   87      54705.190   0.000E+00   3.500E-01
   90   88     112151.630   0.000E+00   6.300E-01
   90   89     283647.710   0.000E+00   6.300E-01
   91    1       3021.520   7.590E+07   6.300E-01
   91    2       3059.970   1.630E+07   2.901E+00
   91    3       3087.190   0.000E+00   3.500E-01
   91    4       3104.840   0.000E+00   2.100E-01
   91    5       3113.530   0.000E+00   7.000E-02
   91    6       3821.510   6.670E+07   1.246E+01
   91    7       3888.150   3.520E+06   6.915E-01
   91    8       3941.990   1.200E+05   2.457E-02
   91    9       3982.450   0.000E+00   3.500E-01
   91   10       4009.420   0.000E+00   2.100E-01
   91   11       4734.920   3.410E+04   2.452E-02
   91   12       4869.730   0.000E+00   4.900E-01
   91   13       4968.350   0.000E+00   3.500E-01
   91   14       6432.630   1.770E+05   2.162E-01
   91   15       6506.630   0.000E+00   3.500E-01
   91   16       6592.590   0.000E+00   2.100E-01
   91   17       6794.520   0.000E+00   3.500E-01
   91   18       7383.630   0.000E+00   7.700E-01
   91   19       7658.080   0.000E+00   9.100E-01
   91   20       7275.340   0.000E+00   2.100E-01
   91   21       7389.070   0.000E+00   6.300E-01
   91   22       7496.860   0.000E+00   7.700E-01
   91   23       7585.270   0.000E+00   4.900E-01
   91   24       7647.420   0.000E+00   6.300E-01
   91   25       7296.200   0.000E+00   3.500E-01
   91   26       7421.190   0.000E+00   2.100E-01
   91   27       7514.460   0.000E+00   7.000E-02
   91   28       8029.020   0.000E+00   6.300E-01
   91   29       8182.340   0.000E+00   4.900E-01
   91   30       8293.980   0.000E+00   3.500E-01
   91   31       8787.200   0.000E+00   7.700E-01
   91   32       9011.610   0.000E+00   6.300E-01
   91   33       9219.560   0.000E+00   4.900E-01
   91   34       9573.470   0.000E+00   9.100E-01
   91   35       9756.020   0.000E+00   3.500E-01
   91   36       9901.700   0.000E+00   7.700E-01
   91   37      10015.010   0.000E+00   2.100E-01
   91   38      10097.490   0.000E+00   6.300E-01
   91   39      10151.140   0.000E+00   7.000E-02
   91   40      10177.530   0.000E+00   4.900E-01
   91   41       9748.870   0.000E+00   3.500E-01
   91   42       9853.090   0.000E+00   2.100E-01
   91   43       9956.020   0.000E+00   7.000E-02
   91   44      10655.880   0.000E+00   6.300E-01
   91   45      11216.940   0.000E+00   7.700E-01
   91   46      11642.760   0.000E+00   6.300E-01
   91   47      10738.480   0.000E+00   4.900E-01
   91   48      11139.450   0.000E+00   3.500E-01
   91   49      11419.230   0.000E+00   4.900E-01
   91   50      11415.320   0.000E+00   3.500E-01
   91   51      12013.600   0.000E+00   6.300E-01
   91   52      12493.220   0.000E+00   2.100E-01
   91   53      11735.340   0.000E+00   7.000E-02
   91   54      13896.690   0.000E+00   6.300E-01
   91   55      14376.560   0.000E+00   9.100E-01
   91   56      14801.110   0.000E+00   4.900E-01
   91   57      15113.580   0.000E+00   4.900E-01
   91   58      15277.750   0.000E+00   3.500E-01
   91   59      14306.130   0.000E+00   7.700E-01
   91   60      14826.080   0.000E+00   2.100E-01
   91   61      15459.960   0.000E+00   2.100E-01
   91   62      14554.070   0.000E+00   7.000E-02
   91   63      15450.630   0.000E+00   3.500E-01
   91   64      14948.870   0.000E+00   6.300E-01
   91   65      16073.560   0.000E+00   7.700E-01
   91   66      16865.900   0.000E+00   6.300E-01
   91   67      17539.990   0.000E+00   4.900E-01
   91   68      18062.400   0.000E+00   2.100E-01
   91   69      18417.570   0.000E+00   3.500E-01
   91   70      18008.410   0.000E+00   2.100E-01
   91   71      22265.020   0.000E+00   3.500E-01
   91   72      23386.450   0.000E+00   7.700E-01
   91   73      24754.810   0.000E+00   4.900E-01
   91   74      27571.550   0.000E+00   9.100E-01
   91   75      29733.490   0.000E+00   2.100E-01
   91   76      26434.610   0.000E+00   3.500E-01
   91   77      26483.680   0.000E+00   4.900E-01
   91   78      26743.830   0.000E+00   3.500E-01
   91   79      26852.130   0.000E+00   2.100E-01
   91   80      30330.600   0.000E+00   6.300E-01
   91   81      41646.540   0.000E+00   7.000E-02
   91   82      55906.900   0.000E+00   6.300E-01
   91   83      77467.550   0.000E+00   4.900E-01
   91   84     103955.940   0.000E+00   3.500E-01
   91   85      56391.370   0.000E+00   4.900E-01
   91   86      70942.970   0.000E+00   2.100E-01
   91   87      86310.320   0.000E+00   3.500E-01
   91   88     449883.030   0.000E+00   6.300E-01
   91   89          0.000   0.000E+00   6.300E-01
   91   90          0.000   0.000E+00   4.900E-01
   92    1       2984.440   2.790E+07   3.909E+00
   92    2       3021.950   4.550E+07   6.609E+00
   92    3       3048.490   2.840E+07   4.226E+00
   92    4       3065.700   0.000E+00   3.300E-01
   92    5       3074.170   0.000E+00   1.100E-01
   92    6       3762.390   0.000E+00   1.210E+00
   92    7       3826.970   5.970E+07   1.760E+01
   92    8       3879.120   7.720E+06   2.367E+00
   92    9       3918.290   4.340E+05   1.374E-01
   92   10       3944.400   0.000E+00   3.300E-01
   92   11       4644.490   8.010E+02   9.900E-01
   92   12       4774.140   5.300E+04   7.700E-01
   92   13       4868.890   0.000E+00   5.500E-01
   92   14       6266.870   6.840E+04   1.538E-01
   92   15       6337.090   1.580E+05   2.138E-01
   92   16       6418.600   0.000E+00   3.300E-01
   92   17       6609.850   2.560E+03   3.883E-03
   92   18       7166.070   0.000E+00   1.210E+00
   92   19       7424.300   0.000E+00   1.430E+00
   92   20       7064.020   0.000E+00   3.300E-01
   92   21       7171.190   0.000E+00   9.900E-01
   92   22       7272.670   0.000E+00   1.210E+00
   92   23       7355.850   0.000E+00   7.700E-01
   92   24       7414.280   0.000E+00   9.900E-01
   92   25       7083.690   0.000E+00   5.500E-01
   92   26       7201.440   0.000E+00   3.300E-01
   92   27       7289.240   0.000E+00   1.100E-01
   92   28       7772.430   0.000E+00   9.900E-01
   92   29       7916.010   0.000E+00   7.700E-01
   92   30       8020.460   0.000E+00   5.500E-01
   92   31       8480.780   0.000E+00   1.210E+00
   92   32       8689.630   0.000E+00   9.900E-01
   92   33       8882.830   0.000E+00   7.700E-01
   92   34       9210.890   0.000E+00   1.430E+00
   92   35       9379.750   0.000E+00   5.500E-01
   92   36       9514.340   0.000E+00   1.210E+00
   92   37       9618.910   0.000E+00   3.300E-01
   92   38       9694.970   0.000E+00   9.900E-01
   92   39       9744.410   0.000E+00   1.100E-01
   92   40       9768.730   0.000E+00   7.700E-01
   92   41       9373.140   0.000E+00   5.500E-01
   92   42       9469.450   0.000E+00   3.300E-01
   92   43       9564.480   0.000E+00   1.100E-01
   92   44      10208.590   0.000E+00   9.900E-01
   92   45      10722.410   0.000E+00   1.210E+00
   92   46      11110.850   0.000E+00   9.900E-01
   92   47      10284.380   0.000E+00   7.700E-01
   92   48      10651.570   0.000E+00   5.500E-01
   92   49      10907.110   0.000E+00   7.700E-01
   92   50      10903.540   0.000E+00   5.500E-01
   92   51      11448.090   0.000E+00   9.900E-01
   92   52      11882.810   0.000E+00   3.300E-01
   92   53      11195.140   0.000E+00   1.100E-01
   92   54      13145.550   0.000E+00   9.900E-01
   92   55      13574.140   0.000E+00   1.430E+00
   92   56      13952.000   0.000E+00   7.700E-01
   92   57      14229.310   0.000E+00   7.700E-01
   92   58      14374.750   0.000E+00   5.500E-01
   92   59      13511.340   0.000E+00   1.210E+00
   92   60      13974.190   0.000E+00   3.300E-01
   92   61      14535.940   0.000E+00   3.300E-01
   92   62      13732.280   0.000E+00   1.100E-01
   92   63      14527.680   0.000E+00   5.500E-01
   92   64      14083.220   0.000E+00   9.900E-01
   92   65      15077.090   0.000E+00   1.210E+00
   92   66      15772.120   0.000E+00   9.900E-01
   92   67      16360.090   0.000E+00   7.700E-01
   92   68      16813.670   0.000E+00   3.300E-01
   92   69      17121.010   0.000E+00   5.500E-01
   92   70      16766.880   0.000E+00   3.300E-01
   92   71      20397.630   0.000E+00   5.500E-01
   92   72      21334.880   0.000E+00   1.210E+00
   92   73      22467.880   0.000E+00   7.700E-01
   92   74      24764.080   0.000E+00   1.430E+00
   92   75      26494.340   0.000E+00   3.300E-01
   92   76      23843.020   0.000E+00   5.500E-01
   92   77      23882.940   0.000E+00   7.700E-01
   92   78      24094.300   0.000E+00   5.500E-01
   92   79      24182.160   0.000E+00   3.300E-01
   92   80      26967.410   0.000E+00   9.900E-01
   92   81      35557.580   0.000E+00   1.100E-01
   92   82      45457.270   0.000E+00   9.900E-01
   92   83      58752.920   0.000E+00   7.700E-01
   92   84      72826.530   0.000E+00   5.500E-01
   92   85      45777.040   0.000E+00   7.700E-01
   92   86      54922.030   0.000E+00   3.300E-01
   92   87      63702.790   0.000E+00   5.500E-01
   92   88     157863.160   0.000E+00   9.900E-01
   92   89    1059771.090   0.000E+00   9.900E-01
   92   90          0.000   0.000E+00   7.700E-01
   92   91     243202.490   0.000E+00   7.700E-01
   93    1       2958.440   0.000E+00   4.500E-01
   93    2       2995.300   1.490E+06   2.034E+00
   93    3       3021.370   1.940E+07   2.500E-01
   93    4       3038.270   2.910E+07   2.323E+00
   93    5       3046.600   0.000E+00   5.000E-02
   93    6       3721.160   0.000E+00   5.500E-01
   93    7       3784.320   0.000E+00   4.500E-01
   93    8       3835.310   4.520E+07   6.101E+00
   93    9       3873.600   1.050E+07   1.457E+00
   93   10       3899.110   8.000E+05   2.250E-02
   93   11       4581.830   0.000E+00   4.500E-01
   93   12       4707.950   0.000E+00   3.500E-01
   93   13       4800.070   4.100E+03   1.082E-03
   93   14       6153.320   1.770E+04   9.400E-03
   93   15       6221.000   1.270E+05   8.621E-02
   93   16       6299.530   6.120E+04   3.569E-02
   93   17       6483.660   3.290E+04   2.264E-02
   93   18       7017.980   2.100E+04   1.733E-02
   93   19       7265.470   0.000E+00   6.500E-01
   93   20       6920.080   0.000E+00   1.500E-01
   93   21       7022.890   0.000E+00   4.500E-01
   93   22       7120.190   0.000E+00   5.500E-01
   93   23       7199.900   0.000E+00   3.500E-01
   93   24       7255.870   0.000E+00   4.500E-01
   93   25       6938.950   0.000E+00   2.500E-01
   93   26       7051.910   0.000E+00   1.500E-01
   93   27       7136.070   0.000E+00   5.000E-02
   93   28       7598.520   0.000E+00   4.500E-01
   93   29       7735.700   0.000E+00   3.500E-01
   93   30       7835.410   0.000E+00   2.500E-01
   93   31       8274.150   0.000E+00   5.500E-01
   93   32       8472.830   0.000E+00   4.500E-01
   93   33       8656.410   0.000E+00   3.500E-01
   93   34       8967.670   0.000E+00   6.500E-01
   93   35       9127.650   0.000E+00   2.500E-01
   93   36       9255.050   0.000E+00   5.500E-01
   93   37       9353.970   0.000E+00   1.500E-01
   93   38       9425.880   0.000E+00   4.500E-01
   93   39       9472.610   0.000E+00   5.000E-02
   93   40       9495.590   0.000E+00   3.500E-01
   93   41       9121.390   1.230E+05   6.794E-01
   93   42       9212.570   6.200E+04   3.285E-01
   93   43       9302.490   0.000E+00   5.000E-02
   93   44       9910.670   0.000E+00   4.500E-01
   93   45      10394.230   0.000E+00   5.500E-01
   93   46      10758.850   0.000E+00   4.500E-01
   93   47       9982.090   0.000E+00   3.500E-01
   93   48      10327.650   0.000E+00   2.500E-01
   93   49      10567.700   0.000E+00   3.500E-01
   93   50      10564.350   0.000E+00   2.500E-01
   93   51      11074.760   0.000E+00   4.500E-01
   93   52      11481.080   0.000E+00   1.500E-01
   93   53      10837.860   0.000E+00   5.000E-02
   93   54      12655.670   0.000E+00   4.500E-01
   93   55      13052.430   0.000E+00   6.500E-01
   93   56      13401.430   0.000E+00   3.500E-01
   93   57      13657.080   0.000E+00   3.500E-01
   93   58      13791.000   0.000E+00   2.500E-01
   93   59      12994.350   0.000E+00   5.500E-01
   93   60      13421.900   0.000E+00   1.500E-01
   93   61      13939.300   0.000E+00   1.500E-01
   93   62      13198.580   0.000E+00   5.000E-02
   93   63      13931.710   0.000E+00   2.500E-01
   93   64      13522.450   0.000E+00   4.500E-01
   93   65      14436.180   0.000E+00   5.500E-01
   93   66      15072.130   0.000E+00   4.500E-01
   93   67      15608.180   0.000E+00   3.500E-01
   93   68      16020.500   0.000E+00   1.500E-01
   93   69      16299.290   0.000E+00   2.500E-01
   93   70      15978.010   0.000E+00   1.500E-01
   93   71      19241.910   0.000E+00   2.500E-01
   93   72      20073.790   0.000E+00   5.500E-01
   93   73      21073.670   0.000E+00   3.500E-01
   93   74      23081.000   0.000E+00   6.500E-01
   93   75      24576.960   0.000E+00   1.500E-01
   93   76      22278.860   0.000E+00   2.500E-01
   93   77      22313.710   0.000E+00   3.500E-01
   93   78      22498.100   0.000E+00   2.500E-01
   93   79      22574.690   0.000E+00   1.500E-01
   93   80      24983.510   0.000E+00   4.500E-01
   93   81      32187.460   0.000E+00   5.000E-02
   93   82      40090.960   0.000E+00   4.500E-01
   93   83      50087.580   0.000E+00   3.500E-01
   93   84      59966.920   0.000E+00   2.500E-01
   93   85      40339.480   0.000E+00   3.500E-01
   93   86      47276.340   0.000E+00   1.500E-01
   93   87      53640.870   0.000E+00   2.500E-01
   93   88     107767.910   0.000E+00   4.500E-01
   93   89     257188.420   0.000E+00   4.500E-01
   93   90    2757099.530   0.000E+00   3.500E-01
   93   91     141715.320   0.000E+00   3.500E-01
   93   92     339604.700   0.000E+00   5.500E-01
   94    1       2939.700   0.000E+00   4.500E-01
   94    2       2976.080   0.000E+00   3.500E-01
   94    3       3001.820   6.420E+07   4.146E+00
   94    4       3018.500   6.810E+06   4.478E-01
   94    5       3026.720   3.480E+07   2.304E+00
   94    6       3691.560   0.000E+00   5.500E-01
   94    7       3753.700   0.000E+00   4.500E-01
   94    8       3803.860   0.000E+00   3.500E-01
   94    9       3841.520   4.700E+07   6.361E+00
   94   10       3866.620   1.550E+07   2.139E+00
   94   11       4537.030   0.000E+00   4.500E-01
   94   12       4660.660   0.000E+00   3.500E-01
   94   13       4750.920   3.430E+03   8.781E-04
   94   14       6072.780   0.000E+00   3.500E-01
   94   15       6138.690   6.620E+04   6.406E-02
   94   16       6215.150   1.900E+05   1.100E-01
   94   17       6394.310   1.890E+04   1.180E-02
   94   18       6913.410   0.000E+00   5.500E-01
   94   19       7153.450   4.880E+04   4.264E-02
   94   20       6818.380   0.000E+00   1.500E-01
   94   21       6918.180   0.000E+00   4.500E-01
   94   22       7012.580   0.000E+00   5.500E-01
   94   23       7089.880   0.000E+00   3.500E-01
   94   24       7144.140   0.000E+00   4.500E-01
   94   25       6836.700   0.000E+00   2.500E-01
   94   26       6946.330   0.000E+00   1.500E-01
   94   27       7027.970   0.000E+00   5.000E-02
   94   28       7476.080   0.000E+00   4.500E-01
   94   29       7608.840   0.000E+00   3.500E-01
   94   30       7705.280   0.000E+00   2.500E-01
   94   31       8129.180   0.000E+00   5.500E-01
   94   32       8320.880   0.000E+00   4.500E-01
   94   33       8497.860   0.000E+00   3.500E-01
   94   34       8797.630   0.000E+00   6.500E-01
   94   35       8951.550   0.000E+00   2.500E-01
   94   36       9074.040   0.000E+00   5.500E-01
   94   37       9169.110   0.000E+00   1.500E-01
   94   38       9238.200   0.000E+00   4.500E-01
   94   39       9283.080   0.000E+00   5.000E-02
   94   40       9305.150   0.000E+00   3.500E-01
   94   41       8945.530   1.400E+05   2.392E-01
   94   42       9033.200   0.000E+00   1.500E-01
   94   43       9119.640   1.410E+05   2.553E-01
   94   44       9703.400   0.000E+00   4.500E-01
   94   45      10166.470   0.000E+00   5.500E-01
   94   46      10515.020   0.000E+00   4.500E-01
   94   47       9771.850   0.000E+00   3.500E-01
   94   48      10102.770   0.000E+00   2.500E-01
   94   49      10332.370   0.000E+00   3.500E-01
   94   50      10329.160   0.000E+00   2.500E-01
   94   51      10816.580   0.000E+00   4.500E-01
   94   52      11203.840   0.000E+00   1.500E-01
   94   53      10590.480   0.000E+00   5.000E-02
   94   54      12319.630   0.000E+00   4.500E-01
   94   55      12695.290   0.000E+00   6.500E-01
   94   56      13025.210   0.000E+00   3.500E-01
   94   57      13266.580   0.000E+00   3.500E-01
   94   58      13392.910   0.000E+00   2.500E-01
   94   59      12640.340   0.000E+00   5.500E-01
   94   60      13044.540   0.000E+00   1.500E-01
   94   61      13532.730   0.000E+00   1.500E-01
   94   62      12833.510   0.000E+00   5.000E-02
   94   63      13525.580   0.000E+00   2.500E-01
   94   64      13139.500   0.000E+00   4.500E-01
   94   65      14000.570   0.000E+00   5.500E-01
   94   66      14597.920   0.000E+00   4.500E-01
   94   67      15100.200   0.000E+00   3.500E-01
   94   68      15485.790   0.000E+00   1.500E-01
   94   69      15746.130   0.000E+00   2.500E-01
   94   70      15446.090   0.000E+00   1.500E-01
   94   71      18475.680   0.000E+00   2.500E-01
   94   72      19241.310   0.000E+00   5.500E-01
   94   73      20158.080   0.000E+00   3.500E-01
   94   74      21987.220   0.000E+00   6.500E-01
   94   75      23340.590   0.000E+00   1.500E-01
   94   76      21258.100   0.000E+00   2.500E-01
   94   77      21289.820   0.000E+00   3.500E-01
   94   78      21457.620   0.000E+00   2.500E-01
   94   79      21527.270   0.000E+00   1.500E-01
   94   80      23706.960   0.000E+00   4.500E-01
   94   81      30099.360   0.000E+00   5.000E-02
   94   82      36902.300   0.000E+00   4.500E-01
   94   83      45207.280   0.000E+00   3.500E-01
   94   84      53103.470   0.000E+00   2.500E-01
   94   85      37112.760   0.000E+00   3.500E-01
   94   86      42904.590   0.000E+00   1.500E-01
   94   87      48082.010   0.000E+00   2.500E-01
   94   88      87454.630   0.000E+00   4.500E-01
   94   89     165467.030   0.000E+00   4.500E-01
   94   90     397140.590   0.000E+00   3.500E-01
   94   91     108557.600   0.000E+00   3.500E-01
   94   92     196082.280   0.000E+00   5.500E-01
   94   93     463972.530   0.000E+00   2.500E-01
   95    1       2930.690   0.000E+00   4.500E-01
   95    2       2966.860   0.000E+00   3.500E-01
   95    3       2992.430   0.000E+00   2.500E-01
   95    4       3009.010   1.070E+08   6.959E+00
   95    5       3017.180   0.000E+00   5.000E-02
   95    6       3677.370   0.000E+00   5.500E-01
   95    7       3739.040   0.000E+00   4.500E-01
   95    8       3788.800   0.000E+00   3.500E-01
   95    9       3826.170   0.000E+00   2.500E-01
   95   10       3851.060   6.050E+07   8.262E+00
   95   11       4515.620   0.000E+00   4.500E-01
   95   12       4638.080   0.000E+00   3.500E-01
   95   13       4727.450   0.000E+00   2.500E-01
   95   14       6034.490   0.000E+00   3.500E-01
   95   15       6099.570   0.000E+00   2.500E-01
   95   16       6175.050   2.310E+05   1.079E-01
   95   17       6351.870   0.000E+00   2.500E-01
   95   18       6863.830   6.750E+04   5.211E-02
   95   19       7100.380   0.000E+00   6.500E-01
   95   20       6770.150   0.000E+00   1.500E-01
   95   21       6868.530   0.000E+00   4.500E-01
   95   22       6961.570   0.000E+00   5.500E-01
   95   23       7037.740   0.000E+00   3.500E-01
